country,Left Score,Right Score,Score,Pref
US,45,25,46,Left
BR,35,27,58,None
AU,37,24,53,Left
US,40,21,47,Left
US,30,30,66,Right
US,40,33,59,None
US,30,23,59,None
US,29,33,70,Right
IT,32,22,56,None
GR,41,23,48,Left
US,39,37,64,None
US,29,25,62,None
US,42,29,53,Left
US,34,20,52,Left
US,23,30,73,Right
CA,30,24,60,None
ES,39,27,54,Left
VN,26,30,70,Right
US,42,22,46,Left
CA,38,32,60,None
CA,45,39,60,None
CA,34,32,64,None
US,31,28,63,None
US,23,25,68,Right
CA,37,28,57,None
US,30,32,68,Right
US,28,37,75,Right
US,48,21,39,Left
US,48,29,47,Left
US,34,34,66,Right
ZA,35,35,66,Right
IN,29,31,68,Right
US,22,34,78,Right
ZA,30,41,77,Right
US,37,26,55,Left
MY,20,19,65,Right
US,36,29,59,None
US,34,30,62,None
PH,35,28,59,None
US,30,35,71,Right
NZ,44,27,49,Left
US,43,26,49,Left
PH,39,38,65,Right
US,20,20,66,Right
IR,42,31,55,Left
CA,34,27,59,None
US,11,43,98,Right
US,29,37,74,Right
BR,25,37,78,Right
US,26,24,64,None
CA,23,32,75,Right
US,39,23,50,Left
US,34,34,66,Right
US,31,30,65,Right
AR,44,25,47,Left
US,35,31,62,None
IN,28,38,76,Right
EU,40,25,51,Left
GH,37,31,60,None
GB,31,23,58,None
AU,34,26,58,None
PH,45,25,46,Left
US,39,23,50,Left
HK,22,37,81,Right
GB,38,32,60,None
IN,30,26,62,None
AP,31,33,68,Right
SG,23,39,82,Right
EG,42,28,52,Left
EG,35,27,58,None
EG,38,27,55,Left
IN,33,36,69,Right
EG,32,27,61,None
EG,38,29,57,None
EG,39,30,57,None
MY,35,28,59,None
EU,34,27,59,None
AU,47,39,58,None
GB,30,33,69,Right
ID,40,20,46,Left
GB,34,38,70,Right
AU,33,22,55,Left
KR,30,36,72,Right
IN,37,23,52,Left
NP,31,40,75,Right
GB,38,21,49,Left
ID,26,32,72,Right
PH,40,34,60,None
US,29,36,73,Right
FI,30,31,67,Right
GB,39,22,49,Left
US,34,31,63,None
IN,39,31,58,None
IN,46,29,49,Left
US,39,28,55,Left
IN,49,28,45,Left
SG,18,39,87,Right
US,30,28,64,None
IN,32,41,75,Right
US,36,19,49,Left
PL,28,33,71,Right
AT,43,27,50,Left
CH,25,31,72,Right
DE,41,20,45,Left
US,25,35,76,Right
FI,25,32,73,Right
US,27,25,64,None
US,31,35,70,Right
US,13,43,96,Right
US,25,31,72,Right
IR,37,32,61,None
BR,44,30,52,Left
GB,30,25,61,None
US,32,34,68,Right
IN,26,26,66,Right
IN,42,30,54,Left
GB,24,38,80,Right
FI,35,29,60,None
US,26,33,73,Right
US,35,34,65,Right
GB,33,28,61,None
HU,33,32,65,Right
HU,43,35,58,None
US,34,29,61,None
GB,27,38,77,Right
US,30,36,72,Right
LB,45,25,46,Left
US,31,33,68,Right
US,40,31,57,None
CA,37,25,54,Left
US,25,29,70,Right
US,36,31,61,None
US,36,29,59,None
CA,22,34,78,Right
US,29,31,68,Right
GB,35,32,63,None
US,34,23,55,Left
US,33,35,68,Right
US,25,32,73,Right
ID,35,34,65,Right
US,33,36,69,Right
US,36,34,64,None
US,31,31,66,Right
US,41,28,53,Left
US,40,21,47,Left
US,31,33,68,Right
US,34,28,60,None
US,31,32,67,Right
US,33,22,55,Left
US,27,39,78,Right
AU,25,41,82,Right
US,33,30,63,None
HU,26,38,78,Right
US,42,23,47,Left
US,26,27,67,Right
US,48,30,48,Left
US,29,26,63,None
US,19,26,73,Right
HK,39,30,57,None
US,35,34,65,Right
US,31,24,59,None
US,35,28,59,None
US,27,41,80,Right
US,36,33,63,None
US,32,30,64,None
US,40,34,60,None
US,22,29,73,Right
US,30,29,65,Right
US,37,27,56,None
US,0,0,66,Right
US,27,29,68,Right
US,19,24,71,Right
US,25,31,72,Right
US,44,33,55,Left
US,35,26,57,None
US,37,23,52,Left
AU,29,43,80,Right
ID,36,23,53,Left
IN,43,33,56,None
US,42,37,61,None
US,40,35,61,None
US,37,34,63,None
US,43,23,46,Left
US,35,30,61,None
US,46,40,60,None
US,36,28,58,None
AU,22,39,83,Right
GB,25,30,71,Right
CA,33,29,62,None
US,25,32,73,Right
PH,33,30,63,None
CA,27,37,76,Right
US,23,27,70,Right
AU,25,25,66,Right
ZA,21,36,81,Right
AU,34,26,58,None
US,39,21,48,Left
US,38,26,54,Left
US,17,36,85,Right
US,33,38,71,Right
US,31,33,68,Right
US,36,31,61,None
US,53,19,32,Left
PH,43,38,61,None
NP,28,31,69,Right
ID,27,26,65,Right
US,42,25,49,Left
US,25,33,74,Right
IN,35,39,70,Right
US,43,33,56,None
US,41,32,57,None
GB,30,33,69,Right
US,23,41,84,Right
AU,43,23,46,Left
ID,33,27,60,None
PL,32,34,68,Right
ZA,44,27,49,Left
RS,28,27,65,Right
GB,27,35,74,Right
US,21,25,70,Right
MY,38,18,46,Left
US,38,25,53,Left
IT,38,33,61,None
AP,37,37,66,Right
IN,31,27,62,None
ID,48,30,48,Left
US,47,29,48,Left
US,44,31,53,Left
US,40,26,52,Left
ID,32,34,68,Right
ID,27,28,67,Right
US,40,37,63,None
US,30,32,68,Right
US,44,21,43,Left
US,45,19,40,Left
RO,36,25,55,Left
US,45,23,44,Left
BR,39,37,64,None
ID,30,41,77,Right
US,35,24,55,Left
US,43,31,54,Left
PY,35,29,60,None
US,22,34,78,Right
IN,41,29,54,Left
ID,27,28,67,Right
IN,32,32,66,Right
HR,19,33,80,Right
US,45,21,42,Left
US,38,25,53,Left
HN,28,32,70,Right
US,41,21,46,Left
DE,34,28,60,None
US,18,27,75,Right
US,38,26,54,Left
US,30,34,70,Right
IN,19,41,88,Right
IN,37,34,63,None
DE,46,24,44,Left
IN,15,7,58,None
US,39,29,56,None
US,33,41,74,Right
US,46,32,52,Left
US,33,27,60,None
RO,27,36,75,Right
DE,34,29,61,None
US,38,18,46,Left
US,42,30,54,Left
US,28,28,66,Right
US,32,32,66,Right
LB,41,28,53,Left
US,42,32,56,None
GB,43,32,55,Left
US,51,21,36,Left
FI,50,28,44,Left
US,36,30,60,None
US,33,33,66,Right
US,43,21,44,Left
US,29,28,65,Right
GB,38,32,60,None
US,22,36,80,Right
US,35,29,60,None
US,33,37,70,Right
RS,36,36,66,Right
US,38,26,54,Left
US,32,18,52,Left
US,17,36,85,Right
US,23,30,73,Right
MY,37,30,59,None
CN,38,30,58,None
US,32,24,58,None
US,27,31,70,Right
US,42,28,52,Left
US,31,24,59,None
US,19,34,81,Right
US,28,28,66,Right
US,17,37,86,Right
PE,38,42,70,Right
AU,30,30,66,Right
US,40,31,57,None
PH,33,24,57,None
US,46,32,52,Left
AU,41,24,49,Left
AU,34,30,62,None
US,31,30,65,Right
GB,30,24,60,None
NZ,34,36,68,Right
PH,40,30,56,None
CA,26,37,77,Right
US,32,29,63,None
US,34,25,57,None
IN,34,29,61,None
US,29,37,74,Right
AU,35,31,62,None
US,31,36,71,Right
IN,45,25,46,Left
US,34,29,61,None
US,34,35,67,Right
PK,27,29,68,Right
US,28,29,67,Right
US,27,24,63,None
EG,45,29,50,Left
US,34,31,63,None
US,27,31,70,Right
US,25,30,71,Right
IN,34,13,45,Left
AU,35,35,66,Right
TZ,31,31,66,Right
US,35,24,55,Left
IN,40,32,58,None
BR,43,23,46,Left
US,28,22,60,None
NL,33,37,70,Right
IN,25,37,78,Right
ID,47,31,50,Left
TR,39,25,52,Left
IN,31,31,66,Right
GB,34,30,62,None
MY,39,24,51,Left
HR,23,35,78,Right
PH,19,28,75,Right
EG,25,34,75,Right
PH,51,41,56,None
US,40,25,51,Left
IN,51,27,42,Left
IN,39,35,62,None
PK,35,28,59,None
IN,34,27,59,None
US,43,26,49,Left
US,44,22,44,Left
HK,16,37,87,Right
US,40,23,49,Left
IN,45,33,54,Left
CN,32,29,63,None
CA,31,33,68,Right
US,49,27,44,Left
US,28,34,72,Right
US,39,29,56,None
US,28,26,64,None
NL,39,41,68,Right
US,29,35,72,Right
US,31,32,67,Right
CA,20,36,82,Right
US,33,27,60,None
NL,33,27,60,None
GB,27,31,70,Right
US,39,24,51,Left
US,35,29,60,None
US,39,22,49,Left
FI,38,33,61,None
QA,42,24,48,Left
AU,44,23,45,Left
GR,37,29,58,None
US,46,21,41,Left
US,39,24,51,Left
AP,30,24,60,None
US,34,33,65,Right
US,22,39,83,Right
US,34,28,60,None
US,27,36,75,Right
GB,37,23,52,Left
US,48,19,37,Left
MY,26,24,64,None
US,25,32,73,Right
CA,31,29,64,None
US,39,27,54,Left
US,37,30,59,None
US,24,38,80,Right
US,30,34,70,Right
US,47,29,48,Left
US,41,32,57,None
US,37,23,52,Left
RO,31,26,61,None
US,28,25,63,None
US,17,30,79,Right
IL,33,24,57,None
US,27,33,72,Right
US,31,32,67,Right
GB,24,43,85,Right
IN,42,30,54,Left
FI,32,37,71,Right
PL,25,39,80,Right
US,37,24,53,Left
IN,31,38,73,Right
US,23,36,79,Right
US,35,30,61,None
GB,40,22,48,Left
NL,41,33,58,None
US,45,28,49,Left
GB,45,34,55,Left
US,34,36,68,Right
CA,31,33,68,Right
US,35,26,57,None
US,42,33,57,None
US,26,40,80,Right
GB,24,34,76,Right
US,27,23,62,None
US,24,35,77,Right
US,39,20,47,Left
US,30,36,72,Right
US,35,26,57,None
US,38,24,52,Left
US,25,28,69,Right
US,26,30,70,Right
US,36,33,63,None
US,35,36,67,Right
US,30,35,71,Right
US,21,37,82,Right
PK,23,39,82,Right
US,30,21,57,None
US,21,40,85,Right
US,43,17,40,Left
US,38,32,60,None
US,37,32,61,None
US,30,18,54,Left
US,35,32,63,None
US,34,37,69,Right
US,39,23,50,Left
US,34,36,68,Right
CA,33,27,60,None
US,33,28,61,None
JO,32,23,57,None
US,32,25,59,None
JO,35,34,65,Right
US,43,24,47,Left
US,38,19,47,Left
US,26,27,67,Right
US,40,23,49,Left
US,30,31,67,Right
US,29,36,73,Right
US,39,23,50,Left
US,41,29,54,Left
US,30,34,70,Right
US,40,41,67,Right
CA,41,24,49,Left
US,30,32,68,Right
US,35,30,61,None
US,28,28,66,Right
US,42,27,51,Left
US,42,24,48,Left
US,43,20,43,Left
US,44,25,47,Left
US,44,30,52,Left
US,30,33,69,Right
US,32,31,65,Right
AU,50,20,36,Left
US,25,28,69,Right
US,23,39,82,Right
US,33,33,66,Right
US,20,35,81,Right
LK,31,30,65,Right
CA,43,28,51,Left
GB,32,39,73,Right
CA,32,31,65,Right
US,23,32,75,Right
US,34,38,70,Right
US,35,28,59,None
US,42,23,47,Left
AU,20,35,81,Right
US,41,31,56,None
US,32,29,63,None
US,37,25,54,Left
US,26,38,78,Right
US,30,35,71,Right
US,33,25,58,None
US,29,27,64,None
US,28,29,67,Right
US,21,38,83,Right
US,42,36,60,None
PH,27,29,68,Right
AU,36,30,60,None
US,34,26,58,None
US,37,26,55,Left
AU,44,19,41,Left
US,38,34,62,None
US,28,34,72,Right
IN,39,32,59,None
CA,26,36,76,Right
US,43,33,56,None
AU,47,26,45,Left
CA,32,32,66,Right
PH,29,28,65,Right
US,32,22,56,None
EG,40,30,56,None
PE,39,26,53,Left
IN,27,31,70,Right
US,38,36,64,None
GH,30,25,61,None
US,38,29,57,None
VN,39,27,54,Left
AU,33,27,60,None
IN,26,33,73,Right
US,51,24,39,Left
AU,22,38,82,Right
IN,39,31,58,None
US,39,34,61,None
AU,24,38,80,Right
IN,39,26,53,Left
GB,26,35,75,Right
SG,41,27,52,Left
IN,49,27,44,Left
GB,43,35,58,None
GB,33,37,70,Right
MY,40,29,55,Left
MY,43,43,66,Right
GB,35,19,50,Left
MY,42,23,47,Left
US,41,31,56,None
US,39,24,51,Left
US,33,29,62,None
US,47,28,47,Left
US,38,33,61,None
IN,36,24,54,Left
US,31,22,57,None
US,38,33,61,None
US,41,26,51,Left
US,33,31,64,None
US,38,32,60,None
US,40,25,51,Left
US,28,20,58,None
US,21,36,81,Right
US,34,36,68,Right
US,40,26,52,Left
US,35,30,61,None
US,31,25,60,None
US,13,0,53,Left
ZA,30,29,65,Right
US,41,24,49,Left
US,30,28,64,None
US,29,36,73,Right
US,42,21,45,Left
US,42,30,54,Left
IN,29,39,76,Right
US,27,34,73,Right
PH,32,36,70,Right
GB,22,39,83,Right
CA,38,35,63,None
US,36,31,61,None
US,37,28,57,None
US,38,26,54,Left
US,17,34,83,Right
CA,27,29,68,Right
US,28,28,66,Right
US,24,40,82,Right
US,44,31,53,Left
US,24,25,67,Right
US,31,32,67,Right
GB,24,33,75,Right
US,35,27,58,None
US,39,23,50,Left
US,31,37,72,Right
US,35,19,50,Left
US,25,39,80,Right
US,38,27,55,Left
US,33,33,66,Right
US,40,27,53,Left
US,47,29,48,Left
US,31,31,66,Right
HU,34,32,64,None
US,34,23,55,Left
IN,42,19,43,Left
PH,35,37,68,Right
BR,39,26,53,Left
US,27,36,75,Right
US,25,39,80,Right
IN,37,38,67,Right
DE,45,20,41,Left
US,46,32,52,Left
US,33,18,51,Left
IN,27,35,74,Right
US,29,36,73,Right
CH,28,33,71,Right
EU,35,27,58,None
IR,31,31,66,Right
US,30,33,69,Right
US,29,30,67,Right
US,28,36,74,Right
US,24,36,78,Right
US,43,26,49,Left
US,29,27,64,None
US,33,31,64,None
CZ,35,30,61,None
US,40,29,55,Left
US,45,26,47,Left
US,34,39,71,Right
US,39,27,54,Left
US,29,36,73,Right
GB,26,32,72,Right
US,40,32,58,None
US,33,36,69,Right
ZA,28,35,73,Right
US,43,21,44,Left
US,31,38,73,Right
US,32,14,48,Left
GR,30,34,70,Right
US,40,29,55,Left
US,32,24,58,None
US,33,40,73,Right
US,30,30,66,Right
US,35,26,57,None
US,28,33,71,Right
NL,35,34,65,Right
DE,37,30,59,None
US,32,30,64,None
NZ,55,45,56,None
US,30,32,68,Right
PH,43,15,38,Left
US,39,24,51,Left
US,25,36,77,Right
ZA,51,13,28,Left
US,27,39,78,Right
CA,14,37,89,Right
US,42,31,55,Left
SE,36,32,62,None
US,32,26,60,None
AU,37,31,60,None
US,30,25,61,None
GB,38,32,60,None
GB,29,33,70,Right
FR,17,37,86,Right
US,27,37,76,Right
CA,23,31,74,Right
US,45,21,42,Left
US,38,25,53,Left
US,43,27,50,Left
IE,33,23,56,None
GD,33,30,63,None
US,32,39,73,Right
US,27,26,65,Right
US,33,31,64,None
US,28,34,72,Right
AU,33,29,62,None
US,23,37,80,Right
US,40,32,58,None
CA,30,38,74,Right
IE,32,33,67,Right
US,37,32,61,None
US,49,25,42,Left
US,39,30,57,None
US,37,30,59,None
US,20,36,82,Right
GB,29,31,68,Right
US,44,28,50,Left
US,25,35,76,Right
PT,25,30,71,Right
US,39,23,50,Left
US,41,20,45,Left
US,48,28,46,Left
US,31,29,64,None
US,24,43,85,Right
US,27,35,74,Right
MX,21,35,80,Right
US,32,33,67,Right
US,39,36,63,None
US,26,35,75,Right
US,42,30,54,Left
US,30,30,66,Right
US,38,29,57,None
IN,32,35,69,Right
MY,29,33,70,Right
US,43,36,59,None
CA,32,35,69,Right
US,24,22,64,None
HK,29,31,68,Right
US,43,28,51,Left
US,36,29,59,None
AP,29,31,68,Right
US,34,21,53,Left
MY,33,27,60,None
MY,34,29,61,None
US,30,29,65,Right
US,19,37,84,Right
US,41,39,64,None
US,33,34,67,Right
IN,34,28,60,None
IN,34,31,63,None
KR,48,27,45,Left
ID,33,27,60,None
US,25,34,75,Right
CA,30,30,66,Right
US,23,33,76,Right
QA,24,41,83,Right
CA,47,29,48,Left
TR,45,30,51,Left
US,28,27,65,Right
US,38,28,56,None
ZA,37,29,58,None
US,48,22,40,Left
US,36,25,55,Left
VN,35,30,61,None
SG,22,31,75,Right
US,23,33,76,Right
IN,42,33,57,None
IN,44,31,53,Left
US,36,35,65,Right
AU,40,32,58,None
BR,44,26,48,Left
PH,32,32,66,Right
AU,28,38,76,Right
IN,28,26,64,None
IN,40,28,54,Left
US,30,30,66,Right
IN,43,30,53,Left
GB,47,25,44,Left
US,21,35,80,Right
AU,32,30,64,None
PH,42,32,56,None
RO,36,28,58,None
US,46,33,53,Left
RU,25,40,81,Right
US,37,25,54,Left
US,49,16,33,Left
US,30,33,69,Right
NL,23,29,72,Right
US,24,36,78,Right
MY,38,24,52,Left
AU,28,23,61,None
US,42,21,45,Left
US,28,29,67,Right
CL,46,28,48,Left
KR,18,41,89,Right
US,26,28,68,Right
US,19,35,82,Right
SA,41,25,50,Left
US,31,23,58,None
US,28,36,74,Right
FI,24,33,75,Right
US,31,26,61,None
US,33,23,56,None
US,32,32,66,Right
US,40,31,57,None
US,54,24,36,Left
SG,23,30,73,Right
US,34,31,63,None
US,29,35,72,Right
US,35,29,60,None
JP,35,34,65,Right
US,27,41,80,Right
US,36,30,60,None
MA,25,39,80,Right
US,24,38,80,Right
US,41,19,44,Left
US,40,32,58,None
GB,29,29,66,Right
US,38,33,61,None
US,41,32,57,None
GB,35,34,65,Right
US,28,31,69,Right
SI,41,31,56,None
US,44,28,50,Left
US,40,25,51,Left
US,30,32,68,Right
HR,36,24,54,Left
US,31,32,67,Right
US,44,24,46,Left
US,52,15,29,Left
US,24,39,81,Right
US,37,32,61,None
ID,39,33,60,None
US,24,30,72,Right
US,49,25,42,Left
US,34,33,65,Right
US,28,34,72,Right
US,27,35,74,Right
US,36,28,58,None
US,28,32,70,Right
US,26,30,70,Right
US,37,29,58,None
US,20,31,77,Right
IN,34,34,66,Right
GB,32,35,69,Right
US,31,32,67,Right
FI,46,31,51,Left
KE,38,29,57,None
DE,37,37,66,Right
BR,34,31,63,None
DE,33,32,65,Right
CO,28,16,54,Left
AL,40,29,55,Left
US,35,31,62,None
US,31,35,70,Right
US,31,20,55,Left
US,34,29,61,None
US,33,27,60,None
US,34,28,60,None
US,34,31,63,None
US,29,26,63,None
US,25,40,81,Right
US,25,30,71,Right
US,34,32,64,None
US,43,24,47,Left
US,35,19,50,Left
ZA,45,28,49,Left
US,43,33,56,None
CA,49,29,46,Left
US,27,35,74,Right
US,23,37,80,Right
US,31,30,65,Right
AU,39,21,48,Left
US,33,28,61,None
GB,28,31,69,Right
US,30,33,69,Right
SG,30,32,68,Right
US,38,29,57,None
CA,24,37,79,Right
US,29,29,66,Right
DK,24,31,73,Right
US,50,32,48,Left
US,40,21,47,Left
US,34,24,56,None
US,24,33,75,Right
US,30,23,59,None
TR,24,33,75,Right
CA,35,27,58,None
US,32,34,68,Right
US,41,24,49,Left
US,28,35,73,Right
US,32,36,70,Right
US,29,31,68,Right
US,23,34,77,Right
US,42,27,51,Left
MY,39,33,60,None
GB,38,25,53,Left
US,37,36,65,Right
US,28,32,70,Right
US,39,28,55,Left
US,24,29,71,Right
US,25,32,73,Right
US,23,42,85,Right
US,25,32,73,Right
GB,24,34,76,Right
US,29,28,65,Right
US,26,39,79,Right
US,18,34,82,Right
US,31,28,63,None
US,25,31,72,Right
US,33,34,67,Right
US,28,35,73,Right
US,21,37,82,Right
US,27,38,77,Right
EG,30,37,73,Right
US,39,31,58,None
GB,36,35,65,Right
US,16,40,90,Right
US,32,29,63,None
US,38,37,65,Right
US,29,35,72,Right
US,27,35,74,Right
US,37,35,64,None
US,42,27,51,Left
US,29,35,72,Right
ES,38,28,56,None
IN,25,39,80,Right
US,43,22,45,Left
IN,26,35,75,Right
CA,32,22,56,None
ID,26,31,71,Right
US,43,23,46,Left
US,33,30,63,None
VN,23,34,77,Right
IN,28,29,67,Right
PH,33,39,72,Right
CA,27,27,66,Right
US,32,41,75,Right
US,21,41,86,Right
BD,26,33,73,Right
AP,29,24,61,None
US,43,29,52,Left
NZ,33,24,57,None
CA,25,40,81,Right
US,28,33,71,Right
US,42,24,48,Left
ID,39,36,63,None
ZA,28,27,65,Right
US,41,37,62,None
CA,41,35,60,None
US,25,39,80,Right
ZA,32,29,63,None
AU,36,28,58,None
PH,33,31,64,None
IN,32,22,56,None
PH,43,35,58,None
US,37,30,59,None
DK,27,39,78,Right
GB,40,42,68,Right
NL,34,28,60,None
IR,46,28,48,Left
PK,39,32,59,None
IN,47,32,51,Left
SG,26,40,80,Right
IE,37,35,64,None
LK,38,38,66,Right
ID,33,33,66,Right
IN,28,39,77,Right
IN,39,26,53,Left
ID,38,35,63,None
US,25,30,71,Right
ID,27,33,72,Right
US,31,30,65,Right
US,45,25,46,Left
US,34,25,57,None
US,43,26,49,Left
US,28,36,74,Right
US,41,29,54,Left
US,38,28,56,None
US,31,28,63,None
US,41,23,48,Left
US,45,19,40,Left
US,39,23,50,Left
US,34,35,67,Right
US,45,22,43,Left
US,34,27,59,None
US,32,26,60,None
US,46,29,49,Left
US,11,9,64,None
US,41,39,64,None
US,32,34,68,Right
SA,47,33,52,Left
US,33,26,59,None
US,22,28,72,Right
US,29,31,68,Right
US,41,37,62,None
US,35,30,61,None
IE,38,36,64,None
IE,36,20,50,Left
IN,30,27,63,None
IN,35,31,62,None
US,31,27,62,None
US,48,13,31,Left
US,28,29,67,Right
US,49,36,53,Left
US,30,26,62,None
US,49,19,36,Left
US,34,30,62,None
US,40,27,53,Left
US,33,27,60,None
MY,32,28,62,None
GB,40,23,49,Left
US,34,27,59,None
US,47,20,39,Left
PH,31,39,74,Right
DE,19,34,81,Right
HK,43,19,42,Left
SG,35,39,70,Right
US,36,29,59,None
US,30,29,65,Right
US,41,24,49,Left
CA,32,28,62,None
IN,34,23,55,Left
US,26,34,74,Right
US,39,27,54,Left
US,34,23,55,Left
US,40,29,55,Left
US,47,23,42,Left
US,15,38,89,Right
US,33,37,70,Right
IN,44,25,47,Left
US,43,33,56,None
US,31,41,76,Right
IL,34,26,58,None
US,31,33,68,Right
US,28,32,70,Right
US,41,27,52,Left
US,29,29,66,Right
US,33,33,66,Right
NL,39,30,57,None
US,29,34,71,Right
US,26,33,73,Right
US,47,23,42,Left
US,47,28,47,Left
US,29,22,59,None
US,34,34,66,Right
US,40,22,48,Left
US,47,21,40,Left
NL,42,21,45,Left
US,37,22,51,Left
US,34,36,68,Right
UA,30,37,73,Right
US,33,19,52,Left
US,27,35,74,Right
US,25,27,68,Right
US,34,28,60,None
US,27,39,78,Right
US,37,18,47,Left
NL,35,26,57,None
IN,30,30,66,Right
US,42,28,52,Left
US,34,32,64,None
EE,29,30,67,Right
US,44,33,55,Left
US,34,25,57,None
US,31,27,62,None
US,32,40,74,Right
US,31,27,62,None
US,41,32,57,None
GB,36,29,59,None
AU,23,40,83,Right
US,41,26,51,Left
US,16,35,85,Right
US,29,34,71,Right
CA,23,33,76,Right
US,43,30,53,Left
NO,35,35,66,Right
US,43,28,51,Left
US,29,32,69,Right
US,36,22,52,Left
CA,34,31,63,None
CA,40,26,52,Left
GB,28,29,67,Right
AU,22,39,83,Right
US,32,39,73,Right
US,39,26,53,Left
US,34,29,61,None
US,41,25,50,Left
US,33,32,65,Right
CA,40,23,49,Left
PH,30,33,69,Right
GB,48,28,46,Left
US,24,32,74,Right
US,13,39,92,Right
US,39,22,49,Left
US,32,32,66,Right
US,44,22,44,Left
US,38,28,56,None
US,46,27,47,Left
US,41,27,52,Left
IN,39,28,55,Left
US,28,33,71,Right
US,35,29,60,None
SG,37,33,62,None
US,44,31,53,Left
CA,39,25,52,Left
US,49,28,45,Left
US,37,28,57,None
US,20,45,91,Right
US,32,31,65,Right
US,22,34,78,Right
US,34,37,69,Right
CA,39,28,55,Left
IN,37,31,60,None
CA,37,26,55,Left
PH,40,40,66,Right
US,31,33,68,Right
CA,49,33,50,Left
US,49,18,35,Left
US,31,25,60,None
US,32,24,58,None
ID,35,28,59,None
US,21,35,80,Right
IN,25,19,60,None
ID,30,34,70,Right
US,44,29,51,Left
IN,35,32,63,None
US,25,28,69,Right
US,27,32,71,Right
GB,30,41,77,Right
IN,32,27,61,None
IN,27,33,72,Right
US,30,34,70,Right
IN,35,29,60,None
AP,31,31,66,Right
US,45,33,54,Left
US,35,29,60,None
CA,29,22,59,None
ID,35,30,61,None
IN,30,45,81,Right
TH,22,36,80,Right
PL,40,36,62,None
US,38,32,60,None
RO,28,28,66,Right
ID,26,37,77,Right
IN,30,30,66,Right
EG,24,25,67,Right
IN,34,29,61,None
RO,33,34,67,Right
IN,27,36,75,Right
US,33,30,63,None
PH,29,28,65,Right
CH,30,29,65,Right
US,34,20,52,Left
IR,43,29,52,Left
ZA,29,39,76,Right
US,41,28,53,Left
JP,40,26,52,Left
NL,40,30,56,None
US,47,33,52,Left
PH,36,33,63,None
GB,30,38,74,Right
GB,29,38,75,Right
IN,39,34,61,None
IN,33,25,58,None
IN,46,33,53,Left
AU,38,24,52,Left
US,35,24,55,Left
SG,39,23,50,Left
BD,24,28,70,Right
GB,29,30,67,Right
IN,46,22,42,Left
ID,40,37,63,None
US,22,39,83,Right
GB,22,39,83,Right
US,37,27,56,None
US,38,28,56,None
ZA,45,32,53,Left
SG,40,21,47,Left
ID,37,38,67,Right
IN,33,28,61,None
BD,32,22,56,None
US,40,24,50,Left
US,25,37,78,Right
PH,39,31,58,None
US,35,28,59,None
US,40,26,52,Left
IR,42,22,46,Left
US,30,26,62,None
TH,31,24,59,None
TR,33,28,61,None
US,38,28,56,None
US,32,22,56,None
US,31,28,63,None
US,30,41,77,Right
HR,32,31,65,Right
US,3,3,66,Right
US,27,25,64,None
US,36,26,56,None
US,30,36,72,Right
US,49,28,45,Left
US,29,33,70,Right
US,40,26,52,Left
US,35,27,58,None
LK,45,20,41,Left
MY,42,34,58,None
NL,29,33,70,Right
IN,37,31,60,None
CA,39,24,51,Left
CA,46,23,43,Left
US,31,26,61,None
US,24,26,68,Right
CA,45,29,50,Left
CA,36,30,60,None
CA,27,31,70,Right
US,45,28,49,Left
US,39,36,63,None
US,26,42,82,Right
US,25,29,70,Right
US,27,38,77,Right
US,44,27,49,Left
US,40,16,42,Left
US,37,35,64,None
US,33,31,64,None
JP,43,28,51,Left
US,37,27,56,None
US,32,34,68,Right
US,34,32,64,None
US,37,26,55,Left
US,32,31,65,Right
US,36,26,56,None
US,34,37,69,Right
US,28,39,77,Right
US,43,23,46,Left
US,42,24,48,Left
US,39,25,52,Left
HR,30,35,71,Right
US,29,28,65,Right
SE,32,26,60,None
US,49,21,38,Left
US,38,36,64,None
PR,33,26,59,None
TT,47,30,49,Left
US,41,32,57,None
US,19,42,89,Right
US,31,35,70,Right
US,45,26,47,Left
US,32,26,60,None
US,27,28,67,Right
US,42,31,55,Left
GB,32,20,54,Left
FI,34,30,62,None
US,17,37,86,Right
BG,29,35,72,Right
US,30,29,65,Right
US,38,26,54,Left
IN,37,31,60,None
US,43,29,52,Left
US,37,32,61,None
US,30,36,72,Right
US,28,22,60,None
US,38,27,55,Left
US,24,39,81,Right
US,32,34,68,Right
CA,19,33,80,Right
GB,19,33,80,Right
US,25,33,74,Right
GB,34,22,54,Left
US,32,33,67,Right
US,28,25,63,None
GB,26,27,67,Right
US,31,36,71,Right
US,39,27,54,Left
US,37,32,61,None
US,33,23,56,None
US,50,23,39,Left
US,25,43,84,Right
US,32,26,60,None
CA,42,34,58,None
US,34,33,65,Right
US,29,27,64,None
US,29,28,65,Right
CA,20,34,80,Right
US,33,27,60,None
US,20,35,81,Right
US,46,28,48,Left
NZ,19,18,65,Right
US,41,35,60,None
US,28,27,65,Right
GB,22,41,85,Right
IN,23,29,72,Right
US,25,32,73,Right
AU,24,23,65,Right
IN,47,25,44,Left
MY,53,33,46,Left
MY,33,29,62,None
AU,37,23,52,Left
US,29,34,71,Right
US,36,31,61,None
US,21,31,76,Right
US,20,29,75,Right
IN,36,28,58,None
EC,35,32,63,None
US,43,32,55,Left
OM,34,30,62,None
PK,33,41,74,Right
US,31,25,60,None
AU,24,38,80,Right
US,32,32,66,Right
GB,44,27,49,Left
MM,31,26,61,None
PH,30,21,57,None
